text,positive,negative,assigned,Jakob,Jamie,Darren,Final Decision,Agree w/ Vader,Heather
"I went there for fun. I dont think they understand how follow the money works. I could make mint - like pay off the house, cars, kids college mint, compounding ivermectin. Instead Im losing money on every single vaccine given. I am doing this wrong.",0.45,0.55,Negative,,,,u,,u
"Sir, y are y risking life of students....is starting college n writing exams more important to you than life of students?Atleast wait till both doses of vaccine are done!",0.45,0.55,Negative,,,,p,,p
Im in college and I 10000000000% didnt have to take any shots you sheep. You got finnessed into takeing the micro chip implant pre college vaccine Bubba hshahhss they got your ass lol because on my life and my mommas I wasnt required to do shit and want ever be,0.40,0.61,Negative,,,,a,,a
"NSW Health agreed to vaccinate Indigenous boarders at St Josephs College but through an error all year 12 boarders were inoculated. A deliberate lie? On the numbers practically all the senior students must have been vaccinated, not just the boarders.",0.31,0.69,Negative,,,,p,,p
Theres no evidence the COVID-19 vaccines have any effect on your chances of becoming pregnant.Find out more about COVID-19 vaccines and fertility from the Royal College of Obstetricians and Gynaecologists and the Royal College of Midwives at,0.45,0.55,Negative,,,,p,,p
WHO the hell allowed then to jump the vaccine queue? - NSW COVID: Year 12 students at St Josephs College given Pfizer vaccination,0.00,1.00,Negative,,,,p,,p
The Royal College of Obstetricians and Gynaecologists has indicated that menstrual problems following the [#Coronavirus ] vaccine are likely to be coincidental.,0.00,1.00,Negative,,,,u,,u
"my daughters college is forcing her to get the vaccine, she is 17 and already had Covid and still has robust antibodies which I had tested twice, is there anything you can suggest that we can do?? Or should she just get it?",1.00,0.00,Positive,,,,a,,a
"It is a small price to pay for the health benefits of the vaccine. The American College of Asthma, Allergy and Immunology states that people with common allergies to medications, foods, inhalants, insects and latex",0.65,0.35,Positive,,,,p,,p
"OK, we have another error over here? Guardian Australia understands a private girls school, with a large number of boarders, has also been given access by NSW Health to the Pfizer vaccine, while most under-40s in Australia are ineligible. #nswpol",0.62,0.38,Positive,,,,p,,p
"Vaccination centers for 18-44 age group: 1. Mesco College Of Pharmacy (Asifnagar) - Pin: 500006Vaccine: COVISHIELD. Cost: Free Total 300 slots are available on Jun 29 (Dose1: 300, Dose2: 0) CoWin:",1.00,0.00,Positive,,,,p,,p
Okay I still think this is a dumb use of funds BUT OKAY I WANNA WIN!,0.84,0.16,Positive,,,,u,,u
". from wanted one last ride her senior seasonHelp ensure the health &amp; safety of our Columbia College community. We encourage students, faculty &amp; staff to get the COVID-19 vaccine heading into the Fall 21 semester.#WeAreCC",1.00,0.00,Positive,,,,p,,p
#NOVA #NoVA #Liberals TRYING TO KILL THEIR EMPLOYEES &amp; STUDENTS! LOSERS RUNNING ONLY #Hospital to require Fake Vaccine #CovidVaccine which is #GeneTherapy and....LOSERS RUNNING ONLY #College to require #Fake #COVID19 Vax which is KILLING YOUNG MEN,0.00,1.00,Negative,,,,a,,a
"160 Year 12 students at St Josephs College have been given the Pfizer vaccine, even though the program has only officially been rolled out to people aged 40 and above. How can teens, many of whom would not be 18, give informed consent? Is this even legal?",1.00,0.00,Positive,,,,u,,u
"Make Corona Vaccine 100% mandatory for College/ University Students/Employees to ask them live with100% #NewNormalLife Everyone including local, state &amp; GOI should follow compulsory.Dont extend restrictions, lockdowns or other conditions for Vaccine Substitute!",1.00,0.00,Positive,,,,p,,p
"No idea about Second dose , many have not taken it yet ( most did not get a slot) some does not want to take vaccine but are forced to ( lets leave them ) but #VTU thinks single dose is enough to open the College , did not know there is separate Science Principles for #VTU",0.00,1.00,Negative,,,,a,,a
Like this incentive: Cash for College. Hope more young people in NC go for the vaccinenot only to get a chance for a scholarship but also to help protect others of us in NC. And I really wish NC expected it as a part of entering college this fall.,1.00,0.00,Positive,,,,p,,p
160 St Josephs College students receive Pfizer COVID-19 vaccine jabs by accident?,0.00,1.00,Negative,,,,p,,p
"Is this a mistake or just yet another example of wealthy, corrupt elites breaking the rules and getting away with it?",0.51,0.49,Positive,,,,u,,u
Several hundred private school boys at a wealthy Catholic school getting erroneously vaccinated under the guise of vaccines for Indigenous students is a pretty severe problem hey,0.52,0.48,Positive,,,,p,,p
#SeattleU has joined the COVID19 College Vaccine Challenge. We are calling on our SeattleU community to help President Biden reach his goal of 70% of American adults with at least one vaccine by July 4. Visit,1.00,0.00,Positive,,,,p,,p
During college I worked at The Disney Store in my local mall. Two weeks ago my Disney Store family lost one of our teammates to Covid. She &amp; her husband had decided to wait on the vaccine. Hes been in the hospital for 5 weeks now. Please get vaccinated if you havent and can.,0.50,0.50,Negative,,,,p,,p
"NSW Health is now saying it was an oops. The 16 or so ATSI boarders are totally entitled &amp; good on the school for supporting them. Taking the virus back to communities would be devastating. However all Yr 12s were approved, an extra 100 plus rich whites",0.78,0.22,Positive,,,,p,,p
"Gov. Tom Wolf Vetoes Ban On Governmental, College Vaccine Passports",0.00,1.00,Negative,,,,u,,u
Any person planning on attending college next academic year should seriously consider this fantastic offer... The best vaccine is the one in your arm... You will feel safer on campus when vaccinated...,0.86,0.14,Positive,,,,p,,p
"This is a disgrace. Millions of high priority people are desperate for a vaccineyet theyre overlooked for a bunch of wealthy, privileged school kids. #covid19nswNSW COVID: Year 12 students at St Josephs College given Pfizer vaccination",0.45,0.55,Negative,,,,p,,p
So the cuban vaccine is actually STILL ON TRIALS and guess who theyre going to use to test them? Venezuelans.The president of the Caracas Nurse College rejects the use of a trial vaccine in the mass (if it can even be called that) distribution program.,0.00,1.00,Negative,,,,u,,u
"Gov. Whitmer recently announced the creation of the MI Shot to Win Sweepstakes, a lottery-style raffle that gives vaccinated Michiganders a chance to win $5M in cash and a combined total of nearly $500,000 in college scholarships.",1.00,0.00,Positive,,,,u,,u
It was an error...apparently??! NSW Health apologises for \error\ after St Joseph\s College students receive Pfizer COVID-19 vaccine jabs,0.35,0.65,Negative,,,,p,,p
Did you know that you can walk in and get the COVID vaccine at the Montgomery College- Germantown site? You still have the opportunity to take the Ride On Vaccination Shuttle through July 2nd. Take advantage of this opportunity now.,1.00,0.00,Positive,,,,p,,p
"I hope youre listening to right now, the doctor guest just stated he was against vaccine mandates for college aged people.",1.00,0.00,Positive,,,,u,,u
NSW health department says Sydney private school students given Pfizer vaccine by mistake,0.00,1.00,Negative,,,,p,,p
Fleming is prioritizing student experience on campus and the safety of everyone in the College community by requiring students in residence to have received at least the first dose of a COVID-19 vaccine for the fall semester.,1.00,0.00,Positive,,,,p,,p
"No mistake, clearly #2SetsOfRules",0.47,0.53,Negative,,,,u,,u
Thats so stupid bruh at least just have you wear a mask dont hold a vaccine over a college experience youre already paying tuition on,0.00,1.00,Negative,,,,u,,u
Hi. Is dora. Can you send me the link or info on valencia college west. I understand they are vaccinating again. Do you know the vaccine. Thanks,1.00,0.00,Positive,,,,p,,p
4/ Source article (NIH supported research study):,1.00,0.00,Positive,,,,u,,u
"Such a brave person Cait Corrigan is!!So wise, articulate and passionate about her rightful convictions!",1.00,0.00,Positive,,,,u,,u
"Gov. Gretchen Whitmer detailed the MI Shot to Win Sweepstakes Thursday, outlining a lottery-style raffle that will give vaccinated Michiganders a shot at cash prizes or college scholarships.",1.00,0.00,Positive,,,,u,,u
Could you please advise which vaccine is at Seneca college Newnham today? Thanks,1.00,0.00,Positive,,,,p,,p
Omniuous feeling that after vaccine drive and people ready to go to college. The new delta stuff will start over and yeah another months of wait to college.,1.00,0.00,Positive,,,,u,,u
College basically said I cant do anything but online classes without a vaccine so Im getting that mf tonight. No way I have a repeat of last year that shit sucked so bad,0.00,1.00,Negative,,,,p,,p
"Lehman College is an NYC COVID-19 vaccination site and offers the Pfizer-BioNTech vaccine every day, 10 a.m. - 6 p.m., no appointment needed. For more about the site, the vaccine, and CUNYs Fall 21 requirements, visit",0.00,1.00,Negative,,,,p,,p
"If your kiddo is age 12+, there is no reason why they shouldnt have a completely normal back-to-school this August, whether they are headed to middle school, high school, or college (where they, too, can learn from a football mascot)! Get that vaccine!",0.00,1.00,Negative,,,,p,,p
booked vaccine at Seneca college newnham campusHowever not showing its 1st or 2nd dose on the email confirmation. Is it okay for 2nd dose??,1.00,0.00,Positive,,,,p,,p
Yep. They are also forcing everyone in college to take the vaccine if they want to come back to school. Meanwhile only 50% of CDC employees have been vaccinated. That should be a red flag to everyone. If the CDC isnt fully vaccinated why do I neee to be? Complete bullshit.,0.48,0.52,Negative,,,,a,,a
If youre a teacher at a public school then Scott Morrison doesnt think youre essential enough to get a Pfizer vaccine. But dont worry hes got plenty of Pfizer doses for the private schoolboys at St Josephs College,1.00,0.00,Positive,,,,p,,p
An error: health department says Sydney private school students given Pfizer vaccine by mistakeReally? Was that a gold standard mistake or a silver spoon privilege mistake??,0.24,0.76,Negative,,,,p,,p
I wanna go to college but Im honestly not tryna take a vaccine and be in debt like wtf kinda trade off is that,0.46,0.54,Negative,,,,a,,a
"We remain committed to the #COVIDCollegeChallenge, and you can too! Those who submit the reporting form with documentation of their COVID-19 vaccination by Sunday, July 4 will be entered to win a new prize drawing",1.00,0.00,Positive,,,,p,,p
