"","text","positive","negative","assigned"
"1849","   Now There is new Delta plus Varient Alret jisme abhi jaanch bhi hui hai ki  Vaccine usk khilaf effective hai ya nahi , but still BJP Govt. helding Exams for Students and in the middle of this situation.They started Campaign in college and forcing principal and teacher for Vaccine",1,0,"Positive"
"1850","  Covid ran through their team in January before any of them were eligible for the vaccine. Back then the narrative was if youve been infected and recovered, youre now immune. Dont blame college kids for the ever changing opinions of the experts.",0.57051282051282,0.42948717948718,"Positive"
"1851"," Idg why college sports are still being cancelled at this point. The players have had like two months to get the vaccine and if they chose not to they probably also arent super worried about getting COVID.",0.461187214611872,0.538812785388128,"Negative"
"1852"," College baseball players arent making a livelihood by playing. Thats completely contextually different from professionals. And idrc, Im disappointed in those who neglect to get the vaccine. And yes, those other players are protected, but if even 1 person gets Covid, one of",0.493087557603687,0.506912442396313,"Negative"
"1853"," Waiting for one hour no vaccine available national college",0,1,"Negative"
"1854"," Law College upkendra Taloja not followed your guidelines. As per your guidelines 18 to 44 vaccination time will be 2:30 to 5:00 but morning it self they are giving vaccine to that age group.    ",1,0,"Positive"
"1855","  If you believe that its fine. I just hate seeing college kids or whoever career end over the vaccine wether they got it or not?",0.327956989247312,0.672043010752688,"Negative"
"1856","  Everyone has the own opinions of the vaccine and I understand that I just hate seeing what happened today in the college World Series effected by it. Thats my whole point whether they chose the vaccine or not",0,1,"Negative"
"1857","   youre right that it is a disease and i personally think they shouldve taken the vaccine but you cant sit there and act like youre innocent when youve spent your whole night convincing others that blaming college kids in a rude way is the right thing to do",0.544520547945205,0.455479452054795,"Positive"
"1858","     Ummm just FYI there is a greater risk to your son *after* COVID than w/ the vaccine. Its just math. ",0.704225352112676,0.295774647887324,"Positive"
"1859","   You know whats worse than the temporary heart side effects from the vaccine? Potentially life-long heart problems from COVID ",0,1,"Negative"
"1860","  I agree the people at risk 40+ are done now its time to target the vaccine toward social groups like college kids who will interlink through social interaction",0.705607476635514,0.294392523364486,"Positive"
"1861","     Great grammar with the random comma in the middle of your sentence... and scared? How about smart? You may not have gone to college given your grammar but if you did you were required to get the meningitis vaccine. Why is this one different?",0.75609756097561,0.24390243902439,"Positive"
"1862","   during covidshild vaccine know one following social distance. In bahadurgarh girl college balore road.If such kind of conditions going on then 3rd laye will coming fast and covid case going increase. Check attached images. Kindly check urgent ",1,0,"Positive"
"1863","  This is not the argument.. Why should college athletes be required to get the vaccine?? It is an NCAA problem and an overall problem in the world.",0.267782426778243,0.732217573221757,"Negative"
"1864"," I dont necessarily think youre an anti vaxxer as a college athlete in great shape who didnt get the vaccine while playing games four times a week, at this point. Not like the vaccine was available before the season.",0.572072072072072,0.427927927927928,"Positive"
"1865"," shame on your management of ",0,1,"Negative"
"1866"," Just recovered from serious covid complications... cant even take vaccine according to government I should take it after atleast 3 months.... what should I do... give the exam in fear of dying??or I should not give the exam and die with fear of not getting any good college...??",0,1,"Negative"
"1867","OMG, NC State just got booted from the College World Series for COVID protocols and Vandy is going to the finals. If there ever was an advertisement for athletes to get the vaccine, this is it. Baseball team just lost its opportunity to win the title. Shocking news #cws2021",0.570731707317073,0.429268292682927,"Positive"
"1868","The politicization of vaccines that literally save our lives is mind-bendingly stupid. While declining to say whether he encouraged his players to get vaxxed, NC State coach said if you want to talk politics...talk to my head of sports med",0.674107142857143,0.325892857142857,"Positive"
"1869","I have a solution to preempt vaccine requirements from antivaxxers- administrative burdens and fees for noncompliance- such as weekly school administered testing and an attached $200 weekly testing fee. ",0.47682119205298,0.52317880794702,"Negative"
"1870","   How did he not comply with Covid protocols? He cannot force his players to get the vaccine. Do your research. It can take up to 18 months for a college to get the approval to REQUIRE a Covid vaccine, and then there are religious and medical exemptions.",1,0,"Positive"
"1871","Great response from Coach Avent here. Teaches his players to play baseball and be good humans. Cant force a vaccine on 18-23 year olds. Still cant believe the  didnt step in today on the biggest stage of college baseball and let NC State get this all figured out til tmr. ",1,0,"Positive"
"1872","You would think that sports fans witnessing a college baseball team losing out on a shot at greatness because of stubborn refusal by players to get vaccinated would maybe take a minute to realize that maybe they should get the vaccine. But alas, probably not. #GetVaccinatedASAP",0,1,"Negative"
"1873","get a covid vaccine and go to college free - yes if you get a vaccine you can live to go to college",1,0,"Positive"
"1874","the German national vaccine agency and the UK vaccine agency are not recommending the vaccine for healthy children and teenagers.Surgeon Fired From College Of Medicine For Voicing Concerns About COVID Shots For Kids ",0.42603550295858,0.57396449704142,"Negative"
