"","clean_text","date","text","retweet_count","favorite_count","reply"
"2938","       The truth hurts sometimes. Based upon everything that Ive read, obese people are vulnerable, not 18-22 year old college athletes. Also, at this point if grandma/vulnerable dont want to die, then they can get the vaccine.",2021-06-26 19:45:01,"b'@TheShaneEmery @NikT2019 @willmccameron @amyjotheteacher @NCAACWS @JackPosobiec @kylenabecker The truth hurts sometimes. Based upon everything that Ive read, obese people are vulnerable, not 18-22 year old college athletes. Also, at this point if grandma/vulnerable dont want to die, then they can get the vaccine.'",0,1,1
"2939","Cautionary tale to those who let the harbingers of hate, misinformation &amp; doom be their guide. Pick players &amp; coaches who believe in science, period!  Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening",2021-06-26 19:44:45,"b""Cautionary tale to those who let the harbingers of hate, misinformation &amp; doom be their guide. Pick players &amp; coaches who believe in science, period!  Opinion: If athletes won't get vaccine, this College World Series disaster is going to keep happening\n\nhttps://t.co/CU19uM6Lk2""",0,1,0
"2940","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1168,480,495,1451,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:38:15,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1168,480,495,1451,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2941","15 NC State players test positive for Covid at College World Series. One would have to assume theyve all been positive before, and are a-symptomatic. People need to wake up and realize youre being conned into making vaccine manufacturers the wealthiest people in America.",2021-06-26 19:36:32,"b'15 NC State players test positive for Covid at College World Series. One would have to assume theyve all been positive before, and are a-symptomatic. People need to wake up and realize youre being conned into making vaccine manufacturers the wealthiest people in America.'",0,0,0
"2942","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1168,480,495,1451,Dose2 Capacity: 97,398,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:33:15,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1168,480,495,1451,\nDose2 Capacity: 97,398,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2943","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1169,480,495,1451,Dose2 Capacity: 97,398,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:28:15,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1169,480,495,1451,\nDose2 Capacity: 97,398,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2944"," In Arkansas, the legislature banned us from requiring vaccines or masks. We have the 5th lowest vaccine rate in the country. Its even lower among college-aged. And weve risen to the 4th most cases per capita.But yeah, this is fine.",2021-06-26 19:26:41,"b""@MediaLawProf In Arkansas, the legislature banned us from requiring vaccines or masks. We have the 5th lowest vaccine rate in the country. It's even lower among college-aged. And we've risen to the 4th most cases per capita.\n\nBut yeah, this is fine.""",8,23,1
"2945","  Read about what? The vaccine that causes myocarditis in the baseball players who are affected here? Ive read plentykids are at ZERO risk given that there hasnt been a single case of a D1 College athlete dying from Covid",2021-06-26 19:25:21,"b'@AGoldFan @dannykanell Read about what? The vaccine that causes myocarditis in the baseball players who are affected here? Ive read plentykids are at ZERO risk given that there hasnt been a single case of a D1 College athlete dying from Covid'",0,1,1
"2946","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1170,480,495,1451,Dose2 Capacity: 97,398,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:23:15,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1170,480,495,1451,\nDose2 Capacity: 97,398,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2947","I feel for the boys of NC State baseball. I cant imagine. Situations like this are exactly why I share the importance of COVID-19 vaccine with any student athlete I knowhigh school, travel, and college. Dont let quarantine keep you from your season.",2021-06-26 19:20:26,"b'I feel for the boys of NC State baseball. I cant imagine. Situations like this are exactly why I share the importance of COVID-19 vaccine with any student athlete I knowhigh school, travel, and college. Dont let quarantine keep you from your season.'",2,8,0
"2948","  Yes, and the vaccine can also cause heart issues in college aged males. Theres risks and rewards to everything. Vaccines are no different",2021-06-26 19:19:15,"b'@Zaphod85 @BarstoolPack Yes, and the vaccine can also cause heart issues in college aged males. Theres risks and rewards to everything. Vaccines are no different'",0,0,1
"2949","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1171,480,495,1451,Dose2 Capacity: 97,398,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:18:15,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1171,480,495,1451,\nDose2 Capacity: 97,398,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2950","Imagine working your whole life to make it to the College World Series and the weak ass  says it would be unsafe for yall to continue but theres thousands of fans in the stands with no mask or proof of vaccine.. #trustthescience",2021-06-26 19:12:22,"b'Imagine working your whole life to make it to the College World Series and the weak ass @NCAA says it would be unsafe for yall to continue but theres thousands of fans in the stands with no mask or proof of vaccine.. #trustthescience'",2,27,0
"2951","   Not deadly to these kids. Look at the facts anyone over 50 should take the vaccine, anyone with obesity should take the vaccine. College kids are healthy as fuck so you literally make no sense",2021-06-26 19:11:14,"b'@bakkenshale87 @stoolpresidente @NCStateBaseball Not deadly to these kids. Look at the facts anyone over 50 should take the vaccine, anyone with obesity should take the vaccine. College kids are healthy as fuck so you literally make no sense'",0,0,1
"2952","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1173,480,495,1451,Dose2 Capacity: 97,398,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:07:56,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1173,480,495,1451,\nDose2 Capacity: 97,398,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2953","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1174,480,495,1451,Dose2 Capacity: 97,398,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 18:57:55,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1174,480,495,1451,\nDose2 Capacity: 97,398,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2954"," Dave dont miss the fact that this was the NCAAs way of sending a message to the rest of the college athletes (sands Ftball and Bball.) Get the vaccine or we will pull your ass off the field. See what we did to State in the middle of the CWS. What chance does a track star have?",2021-06-26 18:57:32,"b""@stoolpresidente Dave don't miss the fact that this was the NCAAs way of sending a message to the rest of the college athletes (sands Ftball and Bball.) Get the vaccine or we will pull your ass off the field. See what we did to State in the middle of the CWS. What chance does a track star have?""",0,1,1
"2955","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1175,480,495,1451,Dose2 Capacity: 98,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 18:56:35,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1175,480,495,1451,\nDose2 Capacity: 98,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2956","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1177,480,495,1451,Dose2 Capacity: 98,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 18:47:55,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1177,480,495,1451,\nDose2 Capacity: 98,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2957","Went to college orientation, got my first shot of the covid vaccine, mario golf, and my first junji ito book",2021-06-26 18:45:38,"b'Went to college orientation, got my first shot of the covid vaccine, mario golf, and my first junji ito book'",0,1,0
"2958","  A college student not getting a vaccine is not irresponsible. How many college aged people have died from COVID? Ill wait.",2021-06-26 18:43:20,"b'@Zaphod85 @BarstoolPack A college student not getting a vaccine is not irresponsible. How many college aged people have died from COVID? Ill wait.'",0,0,1
"2959","College baseball just showed you that the vaccine isnt worth it. Every player that wasnt vaccinated tested negative. Every player that was vaccinated tested positive. Makes no sense. I know. Ive been known this mannnnnnn. ",2021-06-26 18:42:45,"b""College baseball just showed you that the vaccine isn't worth it. \n\nEvery player that wasn't vaccinated tested negative. \n\nEvery player that was vaccinated tested positive. \n\nMakes no sense. I know.\n I've been known this mannnnnnn. https://t.co/zgEaNdgdcM""",0,0,0
"2960","     No excuses. People are mad at NCAA? Thats laughable. Maybe be mad at your own ignorance for not getting the vaccine. Those college athletes are adults. They dont need mommy and daddy to help get their shot. They need to grow up and get smart",2021-06-26 18:42:22,"b'@RealDannyBailey @pgutierrez1010 @lwillaford @Txgirluk @EmmanuelAcho No excuses. People are mad at NCAA? Thats laughable. Maybe be mad at your own ignorance for not getting the vaccine. Those college athletes are adults. They dont need mommy and daddy to help get their shot. They need to grow up and get smart'",0,2,1
"2961","   All of what? Being an experiment? Being a test dummy for a (non FDA approved) vaccine thats killing people? As a perfectly healthy 18-22 year old elite college athlete? LMFAO you can respectfully go fuck yourself with that shot",2021-06-26 18:39:38,"b""@dan_dane254 @vitamevas @JoePompliano All of what? Being an experiment? Being a test dummy for a (non FDA approved) vaccine that's killing people? As a perfectly healthy 18-22 year old elite college athlete? LMFAO you can respectfully go fuck yourself with that shot""",0,0,1
